院校名称,招生代码,招生专业,招生批次,招生人数,学费,年制
聊城大学,03,材料科学与工程,理科本二批,4,5000,4
聊城大学,04,土木工程,理科本二批,4,5200,4
大连交通大学,01,工商管理类(含工商管理、会计学),文科本二批,1,4000,4
大连交通大学,02,物流管理,文科本二批,1,4200,4
大连交通大学,05,机械工程,理科本一批,5,4200,4
大连交通大学,06,机械电子工程,理科本一批,2,4200,4
大连交通大学,07,工业工程,理科本一批,1,4200,4
大连交通大学,08,材料成型及控制工程,理科本一批,4,4000,4
大连交通大学,09,焊接技术与工程,理科本一批,4,4200,4
大连交通大学,10,电子科学与技术,理科本一批,3,4800,4
大连交通大学,11,车辆工程,理科本一批,8,4200,4
大连交通大学,12,交通运输,理科本一批,4,4200,4
大连交通大学,13,交通工程,理科本一批,4,4200,4
大连交通大学,14,电气工程及其自动化,理科本一批,5,4800,4
大连交通大学,15,自动化,理科本一批,3,4800,4
大连交通大学,16,轨道交通信号与控制,理科本一批,3,4800,4
大连交通大学,17,通信工程,理科本一批,3,4800,4
大连交通大学,18,电子信息工程,理科本一批,3,4800,4
大连交通大学,19,土木工程,理科本一批,5,4500,4
大连交通大学,20,安全工程,理科本一批,4,3800,4
大连交通大学,21,工程力学,理科本一批,2,4200,4
大连交通大学,22,环境工程,理科本一批,3,4500,4
大连交通大学,23,应用化学,理科本一批,2,4200,4
大连交通大学,24,测控技术与仪器,理科本一批,3,4000,4
大连交通大学,25,交通设备与控制工程,理科本一批,3,4200,4
大连交通大学,26,机器人工程,理科本一批,2,4800,4
大连交通大学,27,数据科学与大数据技术,理科本一批,2,4800,4
大连交通大学,28,能源化学工程,理科本一批,2,4200,4
大连交通大学,29,物流工程,理科本一批,2,4200,4
大连交通大学,30,材料科学与工程,理科本一批,2,4000,4
大连交通大学,31,计算机科学与技术,理科本一批,3,4800,4
齐齐哈尔大学,01,国际经济与贸易,文科本二批,1,3500,4
齐齐哈尔大学,02,外国语言文学类(含英语(师范)、英语；招英语考生，须口试合格),文科本二批,3,4400,4
齐齐哈尔大学,03,汉语国际教育,文科本二批,3,4000,4
齐齐哈尔大学,04,工商管理类(含工商管理、市场营销、财务管理),文科本二批,3,3500,4
齐齐哈尔大学,01,数学类(含数学与应用数学(师范)、信息与计算科学),理科本二批,2,4000,4
齐齐哈尔大学,02,应用化学,理科本二批,2,3500,4
齐齐哈尔大学,03,机械类(含机械设计制造及其自动化、机械电子工程、过程装备与控制工程),理科本二批,5,4500,4
齐齐哈尔大学,04,材料类(含材料化学、无机非金属材料工程、高分子材料与工程),理科本二批,6,4000,4
齐齐哈尔大学,05,纺织工程,理科本二批,2,3500,4
齐齐哈尔大学,06,化工与制药类(含化学工程与工艺、制药工程、能源化学工程),理科本二批,5,5000,4
齐齐哈尔大学,07,土木工程,理科本二批,2,5500,4
齐齐哈尔大学,08,物联网工程,理科本二批,3,4800,4
齐齐哈尔大学,09,计算机类(含计算机科学与技术、软件工程),理科本二批,5,5500,4
齐齐哈尔大学,10,电子信息类(含电子信息工程、通信工程),理科本二批,6,4400,4
齐齐哈尔大学,11,电气工程及其自动化,理科本二批,4,5000,4
齐齐哈尔大学,12,轻工类(含轻化工程、包装工程),理科本二批,4,4400,4
齐齐哈尔大学,13,食品科学与工程类(含食品科学与工程、食品质量与安全),理科本二批,2,4400,4
山东建筑大学,01,会计学,文科本一批,1,4900,4
山东建筑大学,02,工程造价,文科本一批,1,5100,4
山东建筑大学,01,建筑学,理科本一批,1,5400,5
山东建筑大学,02,材料科学与工程,理科本一批,2,5100,4
山东建筑大学,03,机械工程,理科本一批,2,5100,4
山东建筑大学,04,电气工程及其自动化,理科本一批,2,5400,4
山东建筑大学,05,新能源科学与工程,理科本一批,2,4900,4
山东建筑大学,06,电子信息工程,理科本一批,2,4900,4
山东建筑大学,07,通信工程,理科本一批,2,4900,4
山东建筑大学,08,土木工程,理科本一批,2,5400,4
山东建筑大学,09,给排水科学与工程,理科本一批,2,5100,4
山东建筑大学,10,建筑电气与智能化,理科本一批,2,5100,4
山东建筑大学,11,城市地下空间工程,理科本一批,2,5100,4
山东建筑大学,12,道路桥梁与渡河工程(道路桥梁方向),理科本一批,2,5100,4
山东建筑大学,13,道路桥梁与渡河工程(轨道交通方向),理科本一批,2,5100,4
山东建筑大学,14,交通工程,理科本一批,2,4900,4
山东建筑大学,15,风景园林(园林规划设计方向),理科本一批,2,5100,5
山东建筑大学,16,工程管理,理科本一批,2,5100,4
山东建筑大学,17,工程造价,理科本一批,1,5100,4
山东建筑大学,18,机械电子工程,理科本一批,2,5100,4
北京联合大学,01,人文地理与城乡规划,文科本二批,2,4600,4
北京联合大学,02,工商管理类(含工商管理、会计学、财务管理、工商管理(影视制片管理)),文科本二批,5,4200,4
北京联合大学,03,法学,文科本二批,3,4200,4
北京联合大学,04,英语,文科本二批,2,5000,4
北京联合大学,01,软件工程,理科本二批,2,4600,4
北京联合大学,02,人文地理与城乡规划,理科本二批,2,4600,4
北京联合大学,03,电子信息工程,理科本二批,2,4600,4
北京联合大学,04,工商管理类(含工商管理、会计学、财务管理、工商管理(影视制片管理)),理科本二批,6,4200,4
北京联合大学,05,自动化,理科本二批,2,4600,4
北京联合大学,06,法学,理科本二批,3,4200,4
北京联合大学,07,地理信息科学,理科本二批,3,4600,4
北京联合大学,08,机器人工程,理科本二批,2,4600,4
北京联合大学,09,物联网工程,理科本二批,2,4600,4
北京联合大学,10,通信工程,理科本二批,2,4600,4
北京联合大学,11,计算机类(含计算机科学与技术、信息安全),理科本二批,3,4600,4
北京联合大学,12,电气工程及其自动化,理科本二批,2,4600,4
北京联合大学,13,旅游管理,理科本二批,2,4200,4
北京联合大学(中外合作),14,轨道交通信号与控制(中外合作办学),理科本二批,10,36000,4
山东中医药大学,01,针灸推拿学,文科本二批,1,6200,5
山东中医药大学,02,中西医临床医学,文科本二批,1,6200,5
山东中医药大学,01,针灸推拿学,理科本二批,1,6200,5
山东中医药大学,02,中医学,理科本二批,1,6200,5
山东中医药大学,03,眼视光医学,理科本二批,1,5900,5
山东中医药大学,04,中西医临床医学,理科本二批,1,6200,5
山东中医药大学,05,康复治疗学,理科本二批,1,5900,4
山东中医药大学,06,护理学,理科本二批,1,5900,4
山东中医药大学,07,中药学,理科本二批,1,5900,4
山东中医药大学,08,制药工程,理科本二批,1,5900,4
浙江科技学院,01,经济学类(含经济学、国际经济与贸易、金融工程、国际经济与贸易(国际班)；大一在安吉校区，大一结束后到小和山校区就读),文科本二批,3,4800,4
浙江科技学院,02,工商管理类(含财务管理、国际商务、市场营销、市场营销(国际班)；大一在安吉校区，大一结束后到小和山校区就读),文科本二批,7,4800,4
浙江科技学院,03,服装设计与工程(大一在安吉校区，大一结束后到小和山校区就读),文科本二批,2,5500,4
浙江科技学院,04,英语(外语不低于110分；大一、大二在安吉校区，大二结束后到小和山校区就读),文科本二批,3,4800,4
浙江科技学院,01,机械设计制造及其自动化(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,10,5500,4
浙江科技学院,02,机械类(含车辆工程、材料成型及控制工程、能源与环境系统工程、汽车服务工程；大一在安吉校区，大一结束后到小和山校区就读),理科本二批,10,5500,4
浙江科技学院,03,自动化类(含自动化、建筑电气与智能化；大一在安吉校区，大一结束后到小和山校区就读),理科本二批,10,5500,4
浙江科技学院,04,电气工程及其自动化(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,5,5500,4
浙江科技学院,05,机器人工程(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,3,5500,4
浙江科技学院,06,电子信息类(含电子信息工程、通信工程；大一在安吉校区，大一结束后到小和山校区就读),理科本二批,7,5500,4
浙江科技学院,07,土木工程(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,5,6300,4
浙江科技学院,08,工程造价(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,3,5500,4
浙江科技学院,09,化工与制药类(含化学工程与工艺、制药工程；大一在安吉校区，大一结束后到小和山校区就读),理科本二批,8,5500,4
浙江科技学院,10,食品科学与工程(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,4,5500,4
浙江科技学院,11,轻化工程(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,5,5500,4
浙江科技学院,12,环境工程(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,4,5500,4
浙江科技学院,13,信息与计算科学(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,3,4800,4
浙江科技学院,14,应用物理学(大一在安吉校区，大一结束后到小和山校区就读),理科本二批,6,4800,4
浙江科技学院(中外合作),15,土木类(中外合作办学)(与德国吕贝克应用科学大学合作；含土木工程(中德合作办学)；大一、大二在安吉校区，大二结束后到小和山校区就读),理科本二批,3,25000,4
浙江科技学院(中外合作),16,电气类(中外合作办学)(与德国西海岸应用科学大学合作；含电气工程及其自动化(中德合作办学)；大一、大二在安吉校区，大二结束后到小和山校区就读),理科本二批,3,24000,4
武汉工程大学,01,法学,文科本一批,2,4500,4
武汉工程大学,02,经济与贸易类(含国际经济与贸易、经济学),文科本一批,2,4500,4
武汉工程大学,03,英语,文科本一批,2,4500,4
武汉工程大学,04,汉语国际教育,文科本一批,2,4500,4
武汉工程大学,05,工商管理类(含工商管理、市场营销、会计学、财务管理、信息管理与信息系统、电子商务、公共事业管理、行政管理),文科本一批,2,4500,4
武汉工程大学,06,法学(英语双学位、国家人才培养创新实验区)(除基础专业学费外，超出部分按每学分100元收取),文科本一批,3,4500,4
武汉工程大学,07,会计学(英语双学位、国家人才培养创新实验区)(除基础专业学费外，超出部分按每学分100元收取),文科本一批,2,4500,4
武汉工程大学,01,广告学,理科本一批,4,4500,4
武汉工程大学,02,工业设计,理科本一批,4,4500,4
武汉工程大学,03,信息与计算科学,理科本一批,5,4500,4
武汉工程大学,04,光电信息科学与工程,理科本一批,8,4500,4
武汉工程大学,05,材料类(含材料物理、材料化学、无机非金属材料工程、高分子材料与工程、新能源材料与器件),理科本一批,15,5850,4
武汉工程大学,06,机械类(含机械设计制造及其自动化、机械工程、材料成型及控制工程、过程装备与控制工程、机械电子工程、工程力学、机器人工程),理科本一批,17,5850,4
武汉工程大学,07,电气工程及其自动化,理科本一批,3,4500,4
武汉工程大学,08,自动化类(含自动化、测控技术与仪器、测控技术与仪器(智能感知方向)),理科本一批,5,5850,4
武汉工程大学,09,电子信息类(含电子信息工程、通信工程、信息工程),理科本一批,10,5850,4
武汉工程大学,10,计算机类(含计算机科学与技术、软件工程、物联网工程、智能科学与技术、网络空间安全、数字媒体技术),理科本一批,19,4500,4
武汉工程大学,11,应用化学,理科本一批,4,4500,4
武汉工程大学,12,环境工程,理科本一批,10,4500,4
武汉工程大学,13,土木类(含土木工程(道桥工程方向)、土木工程(建筑工程方向)、土木工程(地下工程方向)、工程管理),理科本一批,6,4500,4
武汉工程大学,14,矿业类(含矿物加工工程、采矿工程),理科本一批,4,4500,4
武汉工程大学,15,安全工程,理科本一批,9,4500,4
武汉工程大学,17,能源与动力工程(中外合作办学),理科本二批,5,22000,4
北方工业大学,01,经济与金融(专业教学背景为英语),理科本一批,2,4200,4
北方工业大学,02,信息与计算科学,理科本一批,2,4600,4
北方工业大学,03,统计学,理科本一批,2,4600,4
北方工业大学,04,机械设计制造及其自动化,理科本一批,1,4600,4
北方工业大学,05,机械设计制造及其自动化(理工科实验班)(成绩不低于一本线上50分),理科本一批,1,4600,4
北方工业大学,06,电子信息工程(理工科实验班)(成绩不低于一本线上50分),理科本一批,1,4600,4
北方工业大学,07,自动化(创新实验班)(成绩不低于一本线上50分),理科本一批,1,4600,4
北方工业大学,08,计算机科学与技术(创新实验班)(成绩不低于一本线上50分),理科本一批,1,4600,4
北方工业大学,09,机械电子工程,理科本一批,2,4600,4
北方工业大学,10,工业设计,理科本一批,2,4600,4
北方工业大学,11,电气工程及其自动化,理科本一批,2,4600,4
北方工业大学,12,微电子科学与工程(集成电路设计与测试),理科本一批,1,4600,4
北方工业大学,13,自动化(智能机器人与工业智能控制),理科本一批,2,4600,4
北方工业大学,14,信息安全,理科本一批,2,4600,4
北方工业大学,15,数字媒体技术,理科本一批,2,4600,4
北方工业大学,16,土木工程,理科本一批,2,4600,4
北方工业大学,17,城市地下空间工程(智慧城市),理科本一批,2,4600,4
北方工业大学,18,城乡规划,理科本一批,2,4600,5
北方工业大学,19,风景园林,理科本一批,2,4600,4
北方工业大学,20,会计学,理科本一批,2,4200,4
北方工业大学,21,通信工程,理科本一批,1,4600,4
河北经贸大学,01,国际经济与贸易,文科本二批,2,5060,4
河北经贸大学,02,贸易经济,文科本二批,2,4600,4
河北经贸大学,03,法学,文科本二批,2,5060,4
河北经贸大学,04,中国语言文学类(含汉语言文学、汉语国际教育),文科本二批,2,4600,4
河北经贸大学,05,新闻传播学类(含新闻学、广播电视学、广告学、编辑出版学),文科本二批,2,4600,4
河北经贸大学,06,英语,文科本二批,2,4900,4
河北经贸大学,07,朝鲜语,文科本二批,2,4900,4
河北经贸大学,08,商务英语,文科本二批,2,4900,4
河北经贸大学,09,工商管理类(含会计学、财务管理、审计学),文科本二批,2,5060,4
河北经贸大学,10,农村区域发展,文科本二批,2,4600,4
河北经贸大学,11,公共管理类(含行政管理、劳动与社会保障、土地资源管理),文科本二批,3,4600,4
河北经贸大学,12,电子商务,文科本二批,2,4600,4
河北经贸大学,13,经济学,文科本二批,2,4600,4
河北经贸大学,01,财政学类(含财政学、税收学),理科本二批,2,5060,4
河北经贸大学,02,金融学类(含金融学、金融工程、保险学、投资学),理科本二批,2,5060,4
河北经贸大学,03,国际经济与贸易,理科本二批,2,5060,4
河北经贸大学,04,法学,理科本二批,2,5060,4
河北经贸大学,05,商务英语,理科本二批,2,4900,4
河北经贸大学,06,数学类(含数学与应用数学、信息与计算科学),理科本二批,2,4900,4
河北经贸大学,07,电子信息工程,理科本二批,3,4900,4
河北经贸大学,08,计算机类(含计算机科学与技术、软件工程、网络工程),理科本二批,3,4900,4
河北经贸大学,09,食品科学与工程类(含食品科学与工程、食品质量与安全),理科本二批,3,4900,4
河北经贸大学,10,工商管理类(含会计学、财务管理、审计学),理科本二批,2,5060,4
河北经贸大学,11,文化产业管理,理科本二批,2,4600,4
河北经贸大学,12,农村区域发展,理科本二批,1,4600,4
河北经贸大学,13,公共管理类(含行政管理、劳动与社会保障、土地资源管理),理科本二批,2,4600,4
河北经贸大学,14,物流管理,理科本二批,2,4600,4
河北经贸大学,15,经济学,理科本二批,2,4600,4
河北经贸大学,16,数据科学与大数据技术,理科本二批,1,4900,4
华北水利水电大学,01,地质工程,理科本一批,8,3700,4
华北水利水电大学,02,港口航道与海岸工程,理科本一批,5,3700,4
华北水利水电大学,03,工程造价,理科本一批,5,3700,4
华北水利水电大学,04,土木工程(岩土工程及地下建筑),理科本一批,2,3700,4
华北水利水电大学,05,水利水电工程,理科本一批,6,3700,4
华北水利水电大学,06,水文与水资源工程,理科本一批,5,3700,4
华北水利水电大学,07,土木工程,理科本一批,7,3700,4
华北水利水电大学,08,工程力学,理科本一批,5,3700,4
华北水利水电大学,09,电子科学与技术,理科本一批,5,3700,4
华北水利水电大学,10,机械类(含机械设计制造及其自动化、车辆工程),理科本一批,8,3700,4
华北水利水电大学,11,交通工程,理科本一批,5,3700,4
华北水利水电大学,12,道路桥梁与渡河工程,理科本一批,5,3700,4
华北水利水电大学,13,自动化类(含自动化、轨道交通信号与控制),理科本一批,7,3700,4
华北水利水电大学,14,环境科学与工程类(含环境工程),理科本一批,5,3700,4
华北水利水电大学,15,通信工程,理科本一批,5,3700,4
华北水利水电大学,16,电子信息科学与技术,理科本一批,5,3700,4
华北水利水电大学,17,计算机科学与技术,理科本一批,5,3700,4
华北水利水电大学,18,建筑类(含建筑学、城乡规划、风景园林),理科本一批,6,3700,5
华北水利水电大学,19,给排水科学与工程,理科本一批,5,3700,4
华北水利水电大学,20,机械设计制造及其自动化(中外合作办学),理科本二批,12,15000,4
华北水利水电大学,21,地质工程(中外合作办学)(灾害管理),理科本二批,12,15000,4
华北水利水电大学,22,物流管理(中外合作办学),理科本二批,12,18000,4
成都体育学院,01,中医学,理科本二批,4,6000,5
成都体育学院,02,运动人体科学,理科本二批,4,4440,4
成都体育学院,03,康复治疗学,理科本二批,4,4920,4
成都体育学院,04,新闻学,理科本二批,4,4440,4
成都体育学院,05,体育经济与管理,理科本二批,4,4440,4
成都体育学院,06,经济学,理科本二批,4,4440,4
成都体育学院,07,英语,理科本二批,4,4440,4
郑州轻工业大学,01,法学,文科本二批,2,3400,4
郑州轻工业大学,02,工商管理,文科本二批,2,3400,4
郑州轻工业大学,03,市场营销,文科本二批,2,3400,4
郑州轻工业大学,04,财务管理,文科本二批,2,3400,4
郑州轻工业大学,05,电子商务,文科本二批,2,3400,4
郑州轻工业大学,06,英语,文科本二批,2,3400,4
郑州轻工业大学,01,计算机科学与技术,理科本一批,2,3700,4
郑州轻工业大学,02,高分子材料与工程,理科本一批,2,3700,4
郑州轻工业大学,03,食品科学与工程,理科本一批,2,3700,4
郑州轻工业大学,04,能源与动力工程,理科本一批,2,3700,4
郑州轻工业大学,05,电气工程及其自动化,理科本一批,2,3700,4
郑州轻工业大学,06,机械设计制造及其自动化,理科本一批,3,3700,4
郑州轻工业大学,07,通信工程,理科本二批,2,3700,4
郑州轻工业大学,08,物联网工程,理科本二批,2,3700,4
郑州轻工业大学,09,电子信息工程,理科本二批,2,3700,4
郑州轻工业大学,10,新能源材料与器件,理科本二批,2,3700,4
郑州轻工业大学,11,化学工程与工艺,理科本二批,2,3700,4
郑州轻工业大学,12,应用化学,理科本二批,2,3700,4
郑州轻工业大学,13,环境工程,理科本二批,2,3700,4
郑州轻工业大学,14,生物工程,理科本二批,2,3700,4
郑州轻工业大学,15,食品质量与安全,理科本二批,2,3700,4
郑州轻工业大学,16,新能源科学与工程,理科本二批,2,3700,4
郑州轻工业大学,17,建筑电气与智能化,理科本二批,2,3700,4
郑州轻工业大学,18,安全工程,理科本二批,2,3700,4
郑州轻工业大学,19,电子科学与技术,理科本二批,2,3700,4
郑州轻工业大学,20,材料物理,理科本二批,2,3700,4
郑州轻工业大学,21,自动化,理科本二批,2,3700,4
郑州轻工业大学,22,测控技术与仪器,理科本二批,2,3700,4
常州大学,01,国际经济与贸易,文科本一批,4,5200,4
常州大学,02,物流管理,文科本一批,4,5200,4
常州大学,03,会计学,文科本一批,3,5200,4
常州大学,04,商务英语,文科本一批,4,5200,4
常州大学,05,人力资源管理,文科本一批,4,5200,4
常州大学,01,数学与应用数学,理科本一批,2,5500,4
常州大学,02,应用化学,理科本一批,4,6050,4
常州大学,03,金融工程,理科本一批,3,5200,4
常州大学,04,机械设计制造及其自动化,理科本一批,3,6380,4
常州大学,05,材料化学,理科本一批,3,5800,4
常州大学,06,电子科学与技术(嵌入式培养),理科本一批,2,7800,4
常州大学,07,高分子材料与工程,理科本一批,3,5800,4
常州大学,08,金属材料工程,理科本一批,3,5800,4
常州大学,09,材料科学与工程,理科本一批,3,5800,4
常州大学,10,过程装备与控制工程,理科本一批,3,5800,4
常州大学,11,数据科学与大数据技术(嵌入式培养),理科本一批,5,7800,4
常州大学,12,建筑环境与能源应用工程,理科本一批,3,5800,4
常州大学,13,环境工程,理科本一批,2,5800,4
常州大学,14,石油工程,理科本一批,3,5800,4
常州大学,15,软件工程(嵌入式培养),理科本一批,2,7800,4
常州大学,16,油气储运工程,理科本一批,3,5800,4
常州大学,17,安全工程,理科本一批,3,5800,4
常州大学,18,给排水科学与工程,理科本一批,3,5800,4
常州大学,19,制药工程,理科本一批,4,6380,4
常州大学,20,能源化学工程,理科本一批,3,6380,4
常州大学,21,计算机科学与技术(嵌入式培养),理科本一批,2,7800,4
常州大学,22,自动化,理科本一批,2,5800,4
常州大学,23,土木工程,理科本一批,2,5800,4
常州大学,24,化学工程与工艺,理科本一批,4,5800,4
常州大学(中外合作),25,应用化学(中外合作办学),理科本一批,2,26400,4
山西农业大学,01,行政管理,文科本二批,2,5175,4
山西农业大学,02,法学,文科本二批,1,5175,4
山西农业大学,03,国际经济与贸易,文科本二批,1,5175,4
山西农业大学,04,英语,文科本二批,1,5175,4
山西农业大学,05,工商管理类(含市场营销、物流管理),文科本二批,2,5175,4
山西农业大学,06,土地资源管理,文科本二批,1,5175,4
山西农业大学,07,农业经济管理类(含农林经济管理、农村区域发展),文科本二批,2,5175,4
山西农业大学,01,土地整治工程,理科本二批,2,5500,4
山西农业大学,02,动物科学,理科本二批,4,4500,4
山西农业大学,03,动物医学类(含动物医学、动植物检疫),理科本二批,2,4500,4
山西农业大学,04,制药工程,理科本二批,2,5500,4
山西农业大学,05,园林,理科本二批,2,4500,4
山西农业大学,06,草业科学,理科本二批,2,4500,4
山西农业大学,07,林学,理科本二批,3,4500,4
山西农业大学,08,动植物检疫(植物检疫方向),理科本二批,4,4500,4
山西农业大学,09,生态学,理科本二批,2,5175,4
山西农业大学,10,风景园林(景观规划与绿地设计方向),理科本二批,2,5500,4
山西农业大学,11,园艺(含园艺、园艺(花卉与景观设计方向)、设施农业科学与工程),理科本二批,5,4500,4
山西农业大学,12,建筑类(含城乡规划、风景园林),理科本二批,3,5500,4
山西农业大学,13,机械类(含机械设计制造及其自动化、车辆工程、农业机械化及其自动化),理科本二批,3,5500,4
山西农业大学,14,土地资源管理,理科本二批,2,5175,4
山西农业大学,15,电气类(含电气工程及其自动化、农业电气化),理科本二批,4,5500,4
山西农业大学,16,地理信息科学,理科本二批,3,5175,4
山西农业大学,17,环境科学,理科本二批,3,5175,4
山西农业大学,18,农业资源与环境,理科本二批,3,4500,4
山西农业大学,19,智能科学与技术,理科本二批,3,5500,4
山西农业大学,20,计算机类(含计算机科学与技术、网络工程、物联网工程、电子信息科学与技术),理科本二批,8,5500,4
山西农业大学,21,土木类(含土木工程、农业水利工程),理科本二批,2,5500,4
山西农业大学,22,农业经济管理类(含农林经济管理、农村区域发展),理科本二批,1,5175,4
山西农业大学,23,工商管理类(含市场营销、物流管理),理科本二批,2,5175,4
山西农业大学,24,法学,理科本二批,1,5175,4
山西农业大学,25,食品科学与工程类(含食品科学与工程、食品质量与安全),理科本二批,2,5500,4
山西农业大学,26,生物工程,理科本二批,1,5500,4
山西农业大学,27,葡萄与葡萄酒工程,理科本二批,2,5500,4
山西农业大学,28,信息与计算科学,理科本二批,3,5175,4
山西农业大学,29,英语,理科本二批,1,5175,4
山西农业大学,30,生物工程(食用菌方向),理科本二批,2,5500,4
山西农业大学,31,应用化学,理科本二批,2,5175,4
山西农业大学,32,中药资源与开发,理科本二批,2,5175,4
山西农业大学,33,生物科学类(含生物科学、生物技术、生物信息学),理科本二批,6,5175,4
山西农业大学,34,农学(含农学、农学(功能农业方向)、种子科学与工程),理科本二批,5,4500,4
山西农业大学,35,数据科学与大数据技术,理科本二批,3,5500,4
山西农业大学,36,植物保护,理科本二批,5,4500,4
山西农业大学,37,行政管理,理科本二批,1,5175,4
山西农业大学,38,水土保持与荒漠化防治,理科本二批,2,4500,4
重庆理工大学,01,旅游管理(大一渝北两江校区，二年级迁回巴南花溪校区),文科本二批,2,5000,4
重庆理工大学,02,广告学(大一渝北两江校区，二年级迁回巴南花溪校区),文科本二批,2,5600,4
重庆理工大学,03,财务管理(大一渝北两江校区，二年级迁回巴南花溪校区),文科本二批,2,5600,4
重庆理工大学,04,金融学类(含金融学、金融工程；大一渝北两江校区，二年级迁回巴南花溪校区),文科本二批,2,5600,4
重庆理工大学,05,国际经济与贸易(大一渝北两江校区，二年级迁回巴南花溪校区),文科本二批,2,5600,4
重庆理工大学,06,汉语国际教育(大一渝北两江校区，二年级迁回巴南花溪校区),文科本二批,2,5600,4
重庆理工大学,01,车辆工程(大一就读于渝北两江校区，二年级迁回巴南花溪校区),理科本一批,8,5600,4
重庆理工大学,02,机械类(含机械设计制造及其自动化、机械电子工程；大一就读于渝北两江校区，二年级迁回巴南花溪校区),理科本一批,8,5600,4
重庆理工大学,03,电气类(含电气工程及其自动化、自动化；大一就读于渝北两江校区，二年级迁回巴南花溪校区),理科本一批,8,5600,4
重庆理工大学,04,计算机类(含计算机科学与技术、物联网工程、网络工程；大一就读于渝北两江校区，二年级迁回巴南花溪校区),理科本一批,7,5600,4
重庆理工大学,07,工业设计(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,10000,4
重庆理工大学,08,能源与动力工程(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,09,装甲车辆工程(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,10,机器人工程(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,11,测控技术与仪器(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,12,工业工程(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5200,4
重庆理工大学,13,信息管理与信息系统(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,14,材料类(含材料科学与工程、高分子材料与工程、焊接技术与工程；大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,15,材料成型及控制工程(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,16,化工与制药类(含化学工程与工艺、应用化学、过程装备与控制工程；大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,3,5600,4
重庆理工大学,17,药学类(含药学、制药工程；大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,6200,4
重庆理工大学,18,生物医学工程(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,6200,4
重庆理工大学,19,应用物理学(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5000,4
重庆理工大学,20,会计学(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,21,应用统计学(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5000,4
重庆理工大学,22,新能源科学与工程(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,4600,4
重庆理工大学,23,工商管理类(含市场营销、工商管理、物流管理、人力资源管理；大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,24,知识产权(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,25,电子商务及法律(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,26,数据科学与大数据技术(渝北两江校区),理科本二批,2,5600,4
重庆理工大学,27,商务英语(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5600,4
重庆理工大学,28,公共管理类(含行政管理、土地资源管理、劳动与社会保障；大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,3,5600,4
重庆理工大学,29,智能科学与技术(渝北两江校区),理科本二批,2,待定,4
重庆理工大学,30,信息与计算科学(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,5000,4
重庆理工大学,31,生物制药(大一渝北两江校区，二年级迁回巴南花溪校区),理科本二批,2,待定,4
重庆理工大学(中外合作),05,计算机科学与技术(中外合作办学)(仅招填报该专业志愿的考生；外语≥110分；渝北两江校区),理科本一批,5,28000,4
重庆理工大学(中外合作),06,电子信息工程(中外合作办学)(仅招填报该专业志愿的考生；外语≥110分，渝北两江校区),理科本一批,5,28000,4
西华大学,01,国际经济与贸易,文科本一批,2,3700,4
西华大学,02,财务管理,文科本一批,2,3700,4
西华大学,03,会计学,文科本一批,2,3700,4
西华大学,01,能源与动力工程,理科本一批,4,4100,4
西华大学,02,电气工程及其自动化,理科本一批,3,4100,4
西华大学,03,管理科学与工程类(含工程管理、工程造价),理科本一批,4,3700,4
西华大学,04,车辆工程,理科本一批,4,4100,4
西华大学,05,食品科学与工程,理科本一批,4,4100,4
